                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                 1.2815,                 2.8769,                 1.3251,                 1.2721,                0.61711,                0.30357,                 0.4065,                0.13895,                      0,                      0,                      0,                      0,                 2.1086,                  4.017,                 1.8784,                 1.7378,              0.0018079,              0.0018079,              0.0018079
                     99,                 1.2378,                 3.0791,                 1.2989,                 1.2378,                0.47261,                0.46429,                0.42366,                0.12052,                      0,                      0,                      0,                      0,                 2.1711,                  4.378,                 2.0203,                 1.7848,               0.001806,               0.001806,               0.001806
                    100,                 1.2354,                 3.0906,                 1.3287,                   1.26,                0.54697,                0.33929,                 0.3598,                0.12521,                      0,                      0,                      0,                      0,                 2.1016,                 4.5435,                 2.3127,                 1.6031,               0.001804,               0.001804,               0.001804
                    101,                 1.1946,                 2.8395,                 1.2146,                  1.231,                0.49817,                0.30141,                0.29351,                0.11446,                      0,                      0,                      0,                      0,                 2.0725,                 4.4522,                 2.3864,                 1.6194,               0.001802,               0.001802,               0.001802
                    102,                 1.1652,                 2.8109,                 1.1873,                 1.2199,                0.49006,                  0.375,                 0.3463,                 0.1368,                0.00216,                0.01786,                0.00111,                0.00011,                 2.1334,                 4.4527,                 2.2968,                 1.7262,                 0.0018,                 0.0018,                 0.0018
                    103,                 1.1858,                 3.0286,                 1.2093,                 1.2691,                0.66057,                0.33929,                0.39634,                0.16814,                      0,                      0,                      0,                      0,                 2.0774,                 4.3491,                  1.984,                 1.7365,               0.001798,               0.001798,               0.001798
                    104,                 1.1947,                 2.9026,                 1.2212,                 1.2698,                0.73172,                0.33929,                0.43256,                0.20678,                      0,                      0,                      0,                      0,                 1.9648,                 4.1216,                 1.8383,                 1.7447,              0.0017961,              0.0017961,              0.0017961
                    105,                 1.2374,                 2.9757,                 1.2159,                 1.2665,                0.53692,                0.33141,                0.38008,                0.17635,                      0,                      0,                      0,                      0,                 1.9423,                 4.0575,                 1.9506,                  1.705,              0.0017941,              0.0017941,              0.0017941
                    106,                 1.2766,                 2.9482,                  1.224,                 1.2812,                0.55174,                0.39286,                0.40609,                0.14796,                      0,                      0,                      0,                      0,                 2.0577,                 4.2128,                 1.9441,                 1.8099,              0.0017921,              0.0017921,              0.0017921
                    107,                 1.2089,                 2.9474,                 1.1889,                 1.2344,                0.49646,                0.46429,                0.39079,                0.14548,                      0,                      0,                      0,                      0,                 2.1687,                 4.2924,                 1.7515,                 1.8958,              0.0017901,              0.0017901,              0.0017901
                    108,                 1.2519,                 2.8526,                 1.1959,                 1.2627,                0.59354,                0.48214,                0.46984,                0.19161,                      0,                      0,                      0,                      0,                 2.0819,                 4.4207,                 1.8126,                 1.8067,              0.0017881,              0.0017881,              0.0017881
                    109,                 1.1998,                 2.9501,                  1.188,                 1.2124,                0.54684,                    0.5,                0.49601,                0.20918,                      0,                      0,                      0,                      0,                 1.9381,                 4.3303,                 1.8573,                 1.6412,              0.0017862,              0.0017862,              0.0017862
                    110,                 1.2056,                 2.9366,                 1.2112,                 1.2095,                0.57211,                0.38213,                0.38654,                0.15269,                      0,                      0,                      0,                      0,                 1.9392,                 4.0202,                 2.0696,                 1.6756,              0.0017842,              0.0017842,              0.0017842
                    111,                 1.1723,                  2.936,                 1.2111,                 1.2209,                0.60285,                  0.375,                0.39596,                0.14434,                      0,                      0,                      0,                      0,                 1.9853,                 4.0392,                 1.9936,                 1.7234,              0.0017822,              0.0017822,              0.0017822
                    112,                 1.2019,                 2.8017,                 1.1618,                 1.2296,                0.50055,                0.42857,                0.42419,                0.15674,                      0,                      0,                      0,                      0,                  2.055,                 4.1438,                 2.0153,                 1.6765,              0.0017802,              0.0017802,              0.0017802
                    113,                 1.2053,                 2.8833,                  1.146,                 1.2302,                0.49853,                0.51487,                0.36247,                0.14606,                      0,                      0,                      0,                      0,                 2.0691,                 4.1035,                 2.0075,                 1.6933,              0.0017782,              0.0017782,              0.0017782
                    114,                 1.1744,                 2.8977,                 1.1669,                  1.238,                0.55002,                0.28571,                0.31856,                0.10842,                      0,                      0,                      0,                      0,                 2.0734,                 4.1032,                 2.6703,                  1.712,              0.0017763,              0.0017763,              0.0017763
                    115,                  1.153,                 2.8214,                 1.1602,                 1.1716,                0.34575,                0.39286,                0.31321,                0.11486,                      0,                      0,                      0,                      0,                 2.0284,                 4.0615,                 2.7813,                 1.6856,              0.0017743,              0.0017743,              0.0017743
                    116,                  1.097,                 2.8062,                  1.066,                 1.1543,                0.42108,                 0.4157,                0.34129,                0.10632,                      0,                      0,                      0,                      0,                 2.0698,                 4.0397,                 2.3921,                 1.6115,              0.0017723,              0.0017723,              0.0017723
                    117,                 1.1573,                 2.7774,                 1.1533,                 1.1866,                0.44569,                0.41645,                0.32783,                0.10118,                      0,                      0,                      0,                      0,                 2.1057,                 4.0846,                 2.3717,                 1.6084,              0.0017703,              0.0017703,              0.0017703
                    118,                 1.1239,                 2.7813,                 1.1252,                 1.1724,                0.45067,                0.48214,                0.31791,                0.09849,                      0,                      0,                      0,                      0,                 2.1953,                 4.4484,                 2.1624,                 1.7465,              0.0017683,              0.0017683,              0.0017683
                    119,                 1.2162,                 2.9139,                 1.2088,                 1.2304,                0.38116,                0.41071,                0.29703,                0.10711,                      0,                      0,                      0,                      0,                 2.0858,                 4.4126,                 2.1225,                 1.6749,              0.0017664,              0.0017664,              0.0017664
                    120,                 1.1284,                 2.7407,                 1.1434,                 1.1677,                0.45345,                0.35714,                 0.2931,                0.09761,                      0,                      0,                      0,                      0,                 2.2313,                 4.3571,                  2.199,                 1.6983,              0.0017644,              0.0017644,              0.0017644
                    121,                 1.1224,                  2.928,                 1.1821,                 1.1615,                0.34445,                0.32143,                0.23371,                 0.0809,                0.00077,                0.01786,                0.00039,                  4e-05,                 2.3669,                 4.4243,                 2.3181,                 1.7529,              0.0017624,              0.0017624,              0.0017624
                    122,                 1.1131,                 2.8364,                 1.0979,                  1.174,                0.38371,                0.16071,                0.22498,                 0.0703,                      0,                      0,                      0,                      0,                 2.3807,                 4.1499,                 2.6609,                  1.773,              0.0017604,              0.0017604,              0.0017604
                    123,                 1.0908,                 2.8375,                 1.1906,                 1.1709,                0.54718,                0.17857,                0.23023,                0.06726,                      0,                      0,                      0,                      0,                 2.3255,                 4.1618,                 2.5194,                  1.769,              0.0017584,              0.0017584,              0.0017584
                    124,                 1.1687,                  2.868,                 1.1801,                 1.2263,                 0.2477,                0.32143,                0.23278,                0.07159,                      0,                      0,                      0,                      0,                 2.2439,                 4.3723,                 2.4274,                 1.8042,              0.0017565,              0.0017565,              0.0017565
                    125,                 1.1285,                 2.8369,                 1.1413,                 1.1854,                0.24213,                  0.375,                0.24974,                0.06859,                      0,                      0,                      0,                      0,                 2.2551,                 4.5118,                 2.4985,                 1.7954,              0.0017545,              0.0017545,              0.0017545
                    126,                 1.1523,                 2.7026,                 1.0935,                  1.199,                 0.2056,                0.21429,                0.17125,                0.05404,                0.01671,                0.01786,                0.00068,                  7e-05,                 2.3024,                 4.4423,                 2.9621,                 1.7958,              0.0017525,              0.0017525,              0.0017525
                    127,                 1.0924,                 2.6413,                 1.1316,                  1.176,                0.17973,                0.21521,                0.17242,                 0.0531,                0.00974,                0.01786,                 0.0008,                  8e-05,                 2.2636,                 4.3025,                 2.9707,                 1.8023,              0.0017505,              0.0017505,              0.0017505
                    128,                 1.1435,                 2.7638,                 1.1555,                  1.224,                0.37943,                0.30357,                0.29644,                0.10904,                0.29306,                0.01786,                0.00636,                0.00064,                 2.1466,                 4.2349,                 2.6146,                 1.7186,              0.0017485,              0.0017485,              0.0017485
                    129,                 1.1381,                 2.8762,                 1.1475,                 1.1952,                0.34776,                0.33929,                0.31364,                 0.1278,                0.37926,                0.01786,                0.01654,                0.00165,                 2.0997,                 4.3045,                 2.5853,                 1.6607,              0.0017466,              0.0017466,              0.0017466
                    130,                 1.0203,                  2.689,                 1.0082,                 1.1219,                0.44146,                0.46429,                0.43174,                0.16853,                      0,                      0,                      0,                      0,                 1.8908,                 4.4011,                 2.2299,                 1.5705,              0.0017446,              0.0017446,              0.0017446
                    131,                 1.1075,                 2.8015,                 1.0991,                 1.1973,                0.44205,                0.51786,                0.40951,                0.16275,                      0,                      0,                      0,                      0,                 1.9288,                 4.5374,                  2.197,                 1.6074,              0.0017426,              0.0017426,              0.0017426
                    132,                 1.1021,                 2.7287,                 1.1934,                 1.1884,                0.46182,                0.48214,                0.43953,                0.15439,                0.00319,                0.01786,                0.00168,                0.00017,                 1.9848,                 4.4422,                 2.2551,                  1.608,              0.0017406,              0.0017406,              0.0017406
                    133,                 1.0765,                 2.6805,                 1.0104,                 1.1751,                0.60224,                0.39286,                0.49885,                0.17292,                0.00306,                0.01786,                0.00157,                0.00031,                 1.9577,                 4.5656,                 2.2121,                 1.5873,              0.0017386,              0.0017386,              0.0017386
                    134,                 1.0694,                 2.6813,                 1.0173,                 1.1392,                0.47228,                0.35714,                0.30777,                0.13528,                      0,                      0,                      0,                      0,                  2.058,                 4.7556,                 2.3349,                 1.6552,              0.0017367,              0.0017367,              0.0017367
                    135,                 1.1026,                 2.7546,                 1.0696,                 1.1819,                0.41472,                0.33929,                0.29309,                0.10522,                      0,                      0,                      0,                      0,                 2.1688,                 4.6705,                 2.3702,                  1.798,              0.0017347,              0.0017347,              0.0017347
                    136,                 1.0749,                 2.7251,                 1.0182,                 1.1392,                0.40067,                0.41071,                0.35102,                0.11079,                      0,                      0,                      0,                      0,                 2.1385,                 4.5771,                 2.2324,                 1.7599,              0.0017327,              0.0017327,              0.0017327
                    137,                 1.0921,                 2.6003,                 1.0456,                 1.1465,                0.40469,                0.39286,                0.36724,                0.12438,                      0,                      0,                      0,                      0,                 2.0954,                 4.6393,                 2.1981,                 1.6966,              0.0017307,              0.0017307,              0.0017307
                    138,                 1.1168,                 2.6668,                 1.0478,                 1.1924,                0.51418,                0.41588,                 0.4472,                0.15079,                      0,                      0,                      0,                      0,                 2.1002,                 5.0139,                 1.9867,                 1.6986,              0.0017287,              0.0017287,              0.0017287
                    139,                 1.2157,                 2.7896,                 1.1471,                 1.2337,                0.47411,                0.51519,                0.47872,                0.14833,                      0,                      0,                      0,                      0,                 2.1603,                 5.1548,                 1.8222,                 1.7488,              0.0017268,              0.0017268,              0.0017268
                    140,                 1.1195,                 2.7184,                 1.0359,                 1.1876,                0.44043,                0.54821,                0.46874,                0.14837,                      0,                      0,                      0,                      0,                 2.1812,                 4.8257,                 1.8258,                 1.6938,              0.0017248,              0.0017248,              0.0017248
                    141,                 1.1549,                 2.7267,                 1.1211,                 1.1882,                0.44775,                0.53571,                0.47949,                0.15594,                      0,                      0,                      0,                      0,                 2.1104,                 4.8182,                 1.7786,                 1.6341,              0.0017228,              0.0017228,              0.0017228
                    142,                 1.0993,                 2.5637,                  1.103,                 1.1893,                0.56415,                0.42857,                0.47107,                0.20664,                      0,                      0,                      0,                      0,                 1.9181,                 4.8179,                 1.9931,                 1.5834,              0.0017208,              0.0017208,              0.0017208
                    143,                 1.0539,                 2.5627,                 1.0014,                 1.1288,                0.59596,                0.44643,                0.43145,                0.20475,                      0,                      0,                      0,                      0,                 1.9378,                 4.6062,                 2.1176,                 1.5901,              0.0017188,              0.0017188,              0.0017188
                    144,                 1.1078,                 2.5099,                 1.0423,                 1.1566,                0.57224,                0.42857,                0.42974,                0.21868,                      0,                      0,                      0,                      0,                 1.8535,                 4.4295,                 2.2215,                 1.4974,              0.0017169,              0.0017169,              0.0017169
                    145,                  1.047,                 2.6416,                0.98008,                 1.1394,                0.55933,                0.44643,                0.44452,                0.20351,                      0,                      0,                      0,                      0,                 1.9172,                 4.3883,                  2.172,                 1.5605,              0.0017149,              0.0017149,              0.0017149
                    146,                 1.0259,                 2.4264,                0.99436,                 1.1223,                0.58076,                  0.375,                0.40832,                0.18332,                      0,                      0,                      0,                      0,                 2.0372,                 4.3612,                 2.0966,                 1.7135,              0.0017129,              0.0017129,              0.0017129
                    147,                0.99288,                 2.4511,                0.92333,                 1.1107,                0.66431,                0.33929,                0.44164,                0.17907,                      0,                      0,                      0,                      0,                 2.0517,                 4.4116,                 1.9833,                  1.751,              0.0017109,              0.0017109,              0.0017109
                    148,                 1.0873,                 2.6151,                 1.0726,                 1.1946,                0.61598,                0.39286,                 0.4161,                0.17598,                      0,                      0,                      0,                      0,                 2.0469,                 4.8363,                 2.0443,                 1.7153,              0.0017089,              0.0017089,              0.0017089
                    149,                 1.1008,                 2.6419,                 1.0014,                 1.1745,                0.78898,                   0.25,                0.34563,                 0.1516,                      0,                      0,                      0,                      0,                 1.9889,                 4.8555,                 1.9961,                 1.6719,               0.001707,               0.001707,               0.001707
                    150,                 1.0573,                 2.6141,                 1.0119,                 1.1292,                0.49309,                0.35714,                0.30323,                0.10776,                      0,                      0,                      0,                      0,                 2.0831,                 4.5954,                 2.3369,                 1.7289,               0.001705,               0.001705,               0.001705
                    151,                 1.1171,                 2.5694,                 1.0514,                 1.1858,                 0.4884,                0.32395,                0.34332,                0.11256,                      0,                      0,                      0,                      0,                 2.2423,                 4.5549,                 2.3928,                 1.7945,               0.001703,               0.001703,               0.001703
                    152,                 1.0783,                   2.58,                 1.0325,                 1.1551,                0.41446,                  0.375,                0.37656,                0.13081,                      0,                      0,                      0,                      0,                 2.1421,                 4.5785,                  2.314,                  1.654,               0.001701,               0.001701,               0.001701
                    153,                 1.0795,                 2.6236,                  1.039,                 1.1578,                0.43086,                  0.375,                0.35222,                0.13527,                      0,                      0,                      0,                      0,                 2.1189,                 4.6399,                  2.365,                 1.6416,               0.001699,               0.001699,               0.001699
                    154,                 1.0643,                 2.6278,                 1.0224,                 1.1619,                0.46083,                0.32143,                0.31652,                0.12774,                      0,                      0,                      0,                      0,                 2.1309,                 4.5444,                  2.749,                 1.6246,              0.0016971,              0.0016971,              0.0016971
                    155,                  1.065,                 2.5791,                 1.0475,                 1.1666,                0.48317,                0.30357,                0.31094,                 0.1372,                      0,                      0,                      0,                      0,                 2.1533,                 4.5615,                 2.8769,                 1.6461,              0.0016951,              0.0016951,              0.0016951
                    156,                 1.0848,                 2.5363,                  1.048,                 1.1739,                0.51183,                0.30357,                0.29199,                0.13573,                      0,                      0,                      0,                      0,                 2.0422,                 4.5236,                 2.9476,                 1.6211,              0.0016931,              0.0016931,              0.0016931
                    157,                0.97332,                 2.3182,                0.92601,                 1.0878,                0.46466,                0.29461,                0.34681,                0.14169,                      0,                      0,                      0,                      0,                 1.9167,                 4.5838,                 2.8282,                 1.5407,              0.0016911,              0.0016911,              0.0016911
                    158,                  1.111,                 2.5862,                0.99648,                 1.1724,                0.53701,                0.46429,                0.45897,                 0.1947,                0.00268,                0.01786,                0.00158,                0.00016,                 2.0461,                 4.8722,                 2.1297,                 1.6283,              0.0016891,              0.0016891,              0.0016891
                    159,                 1.1363,                 2.5529,                 1.0644,                 1.1775,                0.53524,                    0.5,                 0.4244,                0.17374,                0.02573,                0.01786,                0.00146,                0.00015,                 2.0988,                 4.9271,                 2.0352,                 1.6684,              0.0016872,              0.0016872,              0.0016872
                    160,                 1.0618,                 2.4732,                 1.0206,                 1.1094,                0.49674,                0.39286,                0.37822,                0.15659,                      0,                      0,                      0,                      0,                 2.0227,                 4.6686,                 1.9059,                 1.6286,              0.0016852,              0.0016852,              0.0016852
                    161,                0.98883,                 2.4674,                0.90629,                 1.1031,                0.45865,                0.44643,                0.32688,                0.12745,                0.00137,                0.01786,                0.00083,                  8e-05,                 2.0587,                  4.327,                 1.9901,                 1.6593,              0.0016832,              0.0016832,              0.0016832
                    162,                 1.0751,                 2.4453,                 1.0044,                 1.1635,                0.39095,                0.35714,                0.30805,                0.10916,                      0,                      0,                      0,                      0,                 2.0638,                 4.1115,                 2.1835,                 1.6679,              0.0016812,              0.0016812,              0.0016812
                    163,                 1.0154,                 2.4086,                0.90742,                 1.1062,                 0.5033,                0.32143,                0.31941,                0.11106,                      0,                      0,                      0,                      0,                 1.9226,                 4.0741,                 2.3001,                  1.605,              0.0016792,              0.0016792,              0.0016792
                    164,                0.96543,                 2.3557,                0.89812,                 1.0559,                0.32901,                0.42857,                0.32982,                0.13377,                      0,                      0,                      0,                      0,                  1.861,                 4.0633,                  2.296,                 1.5164,              0.0016773,              0.0016773,              0.0016773
                    165,                 1.0511,                 2.4556,                0.99328,                 1.1678,                 0.3748,                0.43897,                0.32816,                0.12802,                      0,                      0,                      0,                      0,                 1.8984,                 3.9662,                 2.4039,                 1.5235,              0.0016753,              0.0016753,              0.0016753
                    166,                 1.1328,                 2.6904,                  1.103,                 1.1982,                0.37759,                0.39286,                0.29148,                0.11407,                      0,                      0,                      0,                      0,                 1.9904,                 3.9672,                  2.753,                 1.6202,              0.0016733,              0.0016733,              0.0016733
                    167,                 1.0508,                 2.4672,                0.94276,                 1.1272,                0.24612,                0.23214,                 0.1897,                0.07287,                      0,                      0,                      0,                      0,                 2.1263,                 4.0038,                 3.1077,                 1.7472,              0.0016713,              0.0016713,              0.0016713
                    168,                 1.0235,                 2.4678,                0.98687,                 1.1397,                0.24756,                0.17857,                 0.0972,                0.03377,                      0,                      0,                      0,                      0,                 2.1727,                 3.9283,                 3.5472,                 1.8479,              0.0016693,              0.0016693,              0.0016693
                    169,                0.98206,                 2.4346,                0.91729,                  1.147,                0.20706,                0.23214,                0.13792,                0.04797,                      0,                      0,                      0,                      0,                 2.2001,                 3.9973,                   3.17,                  1.808,              0.0016674,              0.0016674,              0.0016674
                    170,                0.95615,                 2.3548,                 0.9261,                 1.1087,                0.36521,                0.46233,                0.36219,                0.13485,                      0,                      0,                      0,                      0,                 1.9371,                 4.4454,                 2.1479,                 1.6619,              0.0016654,              0.0016654,              0.0016654
                    171,                 0.9812,                  2.376,                 0.9184,                 1.1024,                0.31126,                0.55357,                0.32494,                0.12356,                0.00118,                0.01786,                0.00064,                0.00018,                 2.0155,                 4.5189,                  2.159,                 1.7334,              0.0016634,              0.0016634,              0.0016634
                    172,                0.95741,                 2.4511,                0.93566,                  1.124,                0.38702,                0.45104,                0.39999,                  0.118,                0.14887,                0.01786,                0.00467,                0.00052,                 2.2225,                 4.5045,                 2.2254,                 1.8308,              0.0016614,              0.0016614,              0.0016614
                    173,                 0.9968,                 2.3418,                0.95669,                  1.114,                0.35117,                0.32143,                0.28551,                0.09453,                0.14999,                0.01786,                0.00362,                0.00036,                 2.4024,                 4.3833,                 2.5147,                 2.0212,              0.0016594,              0.0016594,              0.0016594
                    174,                 1.0079,                 2.4432,                0.91101,                 1.1328,                0.43916,                0.26786,                0.25541,                0.08366,                0.00169,                0.01786,                0.00092,                  9e-05,                 2.6292,                 4.2815,                 2.4362,                  2.246,              0.0016575,              0.0016575,              0.0016575
                    175,                0.99037,                 2.4737,                0.97491,                 1.1194,                0.56267,                0.26786,                0.26739,                0.08598,                      0,                      0,                      0,                      0,                 2.6276,                 4.3293,                  2.516,                 2.3011,              0.0016555,              0.0016555,              0.0016555
                    176,                 1.0379,                 2.4695,                0.96267,                 1.1556,                 0.4255,                0.35714,                0.29615,                0.11109,                      0,                      0,                      0,                      0,                 2.5069,                 4.3912,                 2.3915,                 2.0387,              0.0016535,              0.0016535,              0.0016535
                    177,                0.99169,                 2.4316,                0.94865,                 1.0994,                0.46523,                0.30357,                 0.3387,                0.12738,                      0,                      0,                      0,                      0,                 2.3889,                 4.3863,                 2.2982,                 1.9177,              0.0016515,              0.0016515,              0.0016515
                    178,                0.94505,                 2.2448,                 0.8802,                 1.0851,                0.43792,                0.41745,                0.38798,                0.15119,                      0,                      0,                      0,                      0,                 2.2212,                 4.4249,                 2.2814,                 1.7404,              0.0016495,              0.0016495,              0.0016495
                    179,                0.96585,                 2.4053,                0.91196,                 1.1014,                0.61304,                0.30357,                0.35022,                0.13058,                      0,                      0,                      0,                      0,                 2.1632,                 4.4918,                 2.3699,                  1.746,              0.0016476,              0.0016476,              0.0016476
                    180,                0.91546,                 2.1772,                0.83039,                 1.0683,                0.38621,                0.42857,                 0.2995,                0.10847,                  0.203,                0.01786,                0.00451,                0.00045,                 2.2009,                 4.3683,                 2.5528,                 1.7975,              0.0016456,              0.0016456,              0.0016456
                    181,                0.93388,                 2.3742,                0.89255,                 1.0964,                0.38975,                  0.375,                0.27414,                0.09843,                0.19271,                0.01786,                0.00454,                0.00045,                 2.1854,                 4.3729,                 2.5594,                  1.724,              0.0016436,              0.0016436,              0.0016436
                    182,                0.98731,                 2.3683,                0.92181,                 1.1123,                0.35943,                0.37079,                0.30058,                0.11552,                0.21119,                0.01786,                0.00439,                0.00044,                 2.0816,                 4.3982,                 2.4592,                 1.6274,              0.0016416,              0.0016416,              0.0016416
                    183,                0.95195,                 2.2442,                0.86763,                 1.1014,                0.42565,                0.44643,                0.34749,                0.12361,                0.18022,                0.01786,                0.00561,                0.00112,                 2.1181,                 4.4277,                 2.2978,                 1.5928,              0.0016396,              0.0016396,              0.0016396
                    184,                 1.0109,                 2.4084,                0.92954,                 1.1205,                0.54325,                0.39286,                0.42889,                0.13883,                0.00115,                0.01786,                0.00059,                0.00012,                 2.0253,                 4.4743,                 2.0389,                 1.5602,              0.0016377,              0.0016377,              0.0016377
                    185,                0.97806,                 2.3735,                0.89042,                 1.1421,                0.44359,                0.51786,                0.38997,                0.14366,                0.01626,                0.01786,                0.00096,                0.00018,                 2.0179,                 4.5506,                 1.9858,                 1.6385,              0.0016357,              0.0016357,              0.0016357
                    186,                0.97851,                 2.3217,                0.91432,                 1.1085,                0.38588,                0.51786,                0.39623,                0.14074,                0.00797,                0.01786,                0.00105,                0.00029,                   2.01,                 4.8056,                 2.1549,                 1.6972,              0.0016337,              0.0016337,              0.0016337
                    187,                0.98767,                 2.4226,                0.93483,                 1.1193,                0.44166,                0.42857,                0.34357,                0.12019,                0.00213,                0.01786,                 0.0011,                0.00011,                 2.0832,                 4.9959,                 2.3309,                 1.8141,              0.0016317,              0.0016317,              0.0016317
                    188,                0.97811,                 2.3678,                0.92336,                 1.0908,                0.51839,                0.42294,                0.42393,                0.12722,                0.42353,                0.01786,                0.01108,                0.00111,                 2.2211,                 5.3379,                 2.3764,                  1.917,              0.0016297,              0.0016297,              0.0016297
                    189,                0.91122,                 2.2434,                 0.8692,                 1.0791,                0.40622,                0.40323,                0.38517,                0.12901,                0.43071,                0.01786,                0.01126,                0.00132,                 2.2529,                 5.4355,                 2.3103,                 2.0118,              0.0016278,              0.0016278,              0.0016278
                    190,                0.94017,                 2.3153,                0.86492,                 1.0694,                0.82016,                0.32589,                0.45804,                0.13006,                0.00362,                0.01786,                0.00189,                0.00019,                 2.2882,                  5.137,                 2.2809,                 2.0708,              0.0016258,              0.0016258,              0.0016258
                    191,                0.95344,                 2.3387,                0.93117,                 1.1085,                0.61298,                  0.375,                0.42254,                0.12128,                      0,                      0,                      0,                      0,                 2.2739,                 4.8761,                 2.5177,                 2.0265,              0.0016238,              0.0016238,              0.0016238
                    192,                0.91405,                 2.3088,                0.87028,                  1.086,                  0.589,                0.38399,                0.39118,                0.13376,                0.55034,                0.01786,                0.01729,                0.00173,                  2.126,                 4.9697,                 2.8728,                 1.8755,              0.0016218,              0.0016218,              0.0016218
                    193,                0.92116,                 2.3019,                0.85529,                 1.0798,                0.52861,                0.39286,                0.38089,                0.13612,                      0,                      0,                      0,                      0,                 2.0541,                 5.0011,                 2.9015,                 1.8451,              0.0016198,              0.0016198,              0.0016198
                    194,                0.94739,                 2.3194,                0.90063,                 1.0949,                0.70346,                0.33891,                0.41371,                0.17056,                      0,                      0,                      0,                      0,                 2.0392,                 4.9636,                 2.8098,                 1.7711,              0.0016179,              0.0016179,              0.0016179
                    195,                 1.0046,                 2.3914,                0.93699,                 1.1033,                0.71828,                0.40978,                0.44563,                0.15348,                      0,                      0,                      0,                      0,                 2.0448,                 4.7283,                 2.7259,                 1.7174,              0.0016159,              0.0016159,              0.0016159
                    196,                0.96812,                 2.1993,                0.86881,                 1.0802,                0.59373,                0.39286,                0.37035,                0.12823,                      0,                      0,                      0,                      0,                 2.2268,                 4.3099,                 2.7279,                 1.7868,              0.0016139,              0.0016139,              0.0016139
